full_date,source,avg_count_day
2020-07-21,alternative,0
2020-07-21,extremist,0
2020-07-21,mainstream,0.001029744081354553
2020-07-21,other,0.008567543255778878
2020-07-22,alternative,0
2020-07-22,extremist,0
2020-07-22,mainstream,0.001029744081354553
2020-07-22,other,0.025702629767336633
2020-07-23,alternative,0
2020-07-23,extremist,0
2020-07-23,mainstream,0.011327184894900085
2020-07-23,other,0.03981387748273713
2020-07-24,alternative,0
2020-07-24,extremist,0
2020-07-24,mainstream,0.001029744081354553
2020-07-24,other,0.027718522298108134
2020-07-25,alternative,0
2020-07-25,extremist,0
2020-07-25,mainstream,0
2020-07-25,other,0.0015119193980786254
2020-07-26,alternative,0
2020-07-26,extremist,0
2020-07-26,mainstream,0
2020-07-26,other,0.0020158925307715006
2020-07-27,alternative,0
2020-07-27,extremist,0
2020-07-27,mainstream,0
2020-07-27,other,0.016127140246172005
2020-07-28,alternative,0
2020-07-28,extremist,0
2020-07-28,mainstream,0
2020-07-28,other,0.004031785061543001
2020-07-29,alternative,0
2020-07-29,extremist,0
2020-07-29,mainstream,0.001029744081354553
2020-07-29,other,0.012095355184629003
2020-07-30,alternative,0
2020-07-30,extremist,0
2020-07-30,mainstream,0
2020-07-30,other,0.005543704459621626
2020-07-31,alternative,0
2020-07-31,extremist,0
2020-07-31,mainstream,0
2020-07-31,other,0.005039731326928752
2020-08-02,alternative,0
2020-08-02,extremist,0
2020-08-02,mainstream,0
2020-08-02,other,0.008063570123086002
2020-08-03,alternative,0
2020-08-03,extremist,0
2020-08-03,mainstream,0
2020-08-03,other,0.012095355184629003
2020-08-04,alternative,0.34385416010395126
2020-08-04,extremist,0
2020-08-04,mainstream,0.27512872757983736
2020-08-04,other,0.6581341275258132
2020-08-05,alternative,0.8001455489463498
2020-08-05,extremist,0
2020-08-05,mainstream,0.09150657454040405
2020-08-05,other,0.7823041184494954
2020-08-06,alternative,2.8017861693453954
2020-08-06,extremist,0.17417665191130807
2020-08-06,mainstream,0.19873012053264466
2020-08-06,other,1.3133947953906124
2020-08-07,alternative,0.2312166328443746
2020-08-07,extremist,0
2020-08-07,mainstream,0.2002805869569232
2020-08-07,other,0.962442348008943
2020-08-08,alternative,0.4265124096576171
2020-08-08,extremist,0
2020-08-08,mainstream,0.00422981647354313
2020-08-08,other,0.36869829304168067
2020-08-09,alternative,0.4090632764652605
2020-08-09,extremist,0.12318084744720033
2020-08-09,mainstream,0.37304803294315897
2020-08-09,other,0.5305880708376355
2020-08-10,alternative,2.8416610326047302
2020-08-10,extremist,0.10937245253011614
2020-08-10,mainstream,0.24069265284744207
2020-08-10,other,4.1551214148410764
2020-08-11,alternative,5.123806519374877
2020-08-11,extremist,0.2142103907994606
2020-08-11,mainstream,0.40161709569875803
2020-08-11,other,7.2646075092489975
2020-08-12,alternative,1.8691437470557453
2020-08-12,extremist,0.02892893074038293
2020-08-12,mainstream,0.6123834272823635
2020-08-12,other,6.768367504128331
2020-08-13,alternative,1.279277490249721
2020-08-13,extremist,0.47919314517030903
2020-08-13,mainstream,0.29900454743088606
2020-08-13,other,6.8990447282689145
2020-08-14,alternative,1.3269349165961917
2020-08-14,extremist,0.007049213035964727
2020-08-14,mainstream,0.3363906606866919
2020-08-14,other,7.141918561490218
2020-08-15,alternative,0.38970197058879674
2020-08-15,extremist,0
2020-08-15,mainstream,0.14014067020703877
2020-08-15,other,5.519523557602
2020-08-16,alternative,0.8947657594765479
2020-08-16,extremist,0.13325100706959125
2020-08-16,mainstream,0.22390701620076234
2020-08-16,other,7.378533478292861
2020-08-17,alternative,0.4350942385695008
2020-08-17,extremist,0.10744250805886477
2020-08-17,mainstream,0.2648909576927414
2020-08-17,other,7.05019853767714
2020-08-18,alternative,2.464375809064355
2020-08-18,extremist,0.33858745863213163
2020-08-18,mainstream,0.7089165999599952
2020-08-18,other,8.159168715561146
2020-08-19,alternative,2.8856720674487852
2020-08-19,extremist,0.2315627776562672
2020-08-19,mainstream,1.2406840294138834
2020-08-19,other,9.0978890857739
2020-08-20,alternative,1.473252103437942
2020-08-20,extremist,0.3615768617876254
2020-08-20,mainstream,1.0368862585407717
2020-08-20,other,8.81786388762926
2020-08-21,alternative,0.8296631708313679
2020-08-21,extremist,0.269638493866406
2020-08-21,mainstream,0.5966169712640607
2020-08-21,other,7.753981065396134
2020-08-22,alternative,0.6249386833926993
2020-08-22,extremist,0.3011641689471682
2020-08-22,mainstream,0.46494541797129285
2020-08-22,other,7.622425464784354
2020-08-23,alternative,0.8480795283879125
2020-08-23,extremist,0.7226733981175132
2020-08-23,mainstream,0.5495421465464985
2020-08-23,other,9.065685774336359
2020-08-24,alternative,0.9275885785880336
2020-08-24,extremist,0.18548729054828886
2020-08-24,mainstream,0.6263020230907338
2020-08-24,other,6.998529156241283
2020-08-25,alternative,1.358475060597791
2020-08-25,extremist,0.40048897546188883
2020-08-25,mainstream,0.535972685061823
2020-08-25,other,8.620278620847985
2020-08-26,alternative,1.194111597626108
2020-08-26,extremist,0.04057212730195328
2020-08-26,mainstream,0.8805042158136188
2020-08-26,other,8.833832725279324
2020-08-27,alternative,1.2548336898346846
2020-08-27,extremist,0.13597164120195065
2020-08-27,mainstream,0.6765449176290803
2020-08-27,other,8.802268106753276
2020-08-28,alternative,2.2003181103018346
2020-08-28,extremist,0.09796425147933718
2020-08-28,mainstream,2.384508342318707
2020-08-28,other,8.815571212919519
2020-08-29,alternative,6.220321499690679
2020-08-29,extremist,0.0369542542341601
2020-08-29,mainstream,0.5901243383070917
2020-08-29,other,8.039650255657698
2020-08-30,alternative,0.6725284758060124
2020-08-30,extremist,0.16063581767204593
2020-08-30,mainstream,0.4256809246361893
2020-08-30,other,8.589330069331893
2020-08-31,alternative,1.19613459960694
2020-08-31,extremist,0.17955739509588484
2020-08-31,mainstream,0.4492080652185584
2020-08-31,other,5.76581680101837
2020-09-01,alternative,1.513899380994929
2020-09-01,extremist,0.16819947185371825
2020-09-01,mainstream,0.7174242580644313
2020-09-01,other,9.50076367777363
2020-09-02,alternative,1.6239952800594517
2020-09-02,extremist,0.36462959993357796
2020-09-02,mainstream,0.4791169894102063
2020-09-02,other,9.065671014928157
2020-09-03,alternative,2.2446931652602307
2020-09-03,extremist,0.10831728965974527
2020-09-03,mainstream,0.7414310826709329
2020-09-03,other,9.652986840045656
2020-09-04,alternative,1.6978044188708672
2020-09-04,extremist,0.0549936232724031
2020-09-04,mainstream,0.618616354166964
2020-09-04,other,10.842273417639364
2020-09-05,alternative,0.921085957884485
2020-09-05,extremist,0.041556063487400874
2020-09-05,mainstream,0.44035481376132457
2020-09-05,other,9.222548049072405
2020-09-06,alternative,0.9994647620433362
2020-09-06,extremist,0.03673853375561928
2020-09-06,mainstream,0.4811430669501978
2020-09-06,other,8.318231157847709
2020-09-07,alternative,0.5147797099408377
2020-09-07,extremist,0.03286899979505549
2020-09-07,mainstream,0.24813383069279588
2020-09-07,other,5.86285582477201
2020-09-08,alternative,0.9856002158220863
2020-09-08,extremist,0.29203688831243796
2020-09-08,mainstream,0.5045458259439984
2020-09-08,other,10.160453815172378
2020-09-09,alternative,0.8787869872212437
2020-09-09,extremist,0.06298864880970932
2020-09-09,mainstream,0.8843788538731244
2020-09-09,other,10.614024700400417
2020-09-10,alternative,1.6413047795909204
2020-09-10,extremist,0.1905957372483513
2020-09-10,mainstream,0.852280783465782
2020-09-10,other,10.319223724725946
2020-09-11,alternative,0.9593256320987033
2020-09-11,extremist,0.4645896867031924
2020-09-11,mainstream,0.9146027390695745
2020-09-11,other,10.177988635094607
2020-09-12,alternative,0.6528409198136857
2020-09-12,extremist,0.01465220137568842
2020-09-12,mainstream,0.44684872688425264
2020-09-12,other,9.167587358900917
2020-09-13,alternative,0.5493947949229749
2020-09-13,extremist,0.14763073369099963
2020-09-13,mainstream,0.5348178271105108
2020-09-13,other,9.406896303017904
2020-09-14,alternative,0.5476747989015981
2020-09-14,extremist,0.028509231518841726
2020-09-14,mainstream,0.3661911464396724
2020-09-14,other,7.418589636948877
2020-09-15,alternative,1.1226709886742539
2020-09-15,extremist,0.10942464279537896
2020-09-15,mainstream,0.8568175287508608
2020-09-15,other,9.610475633504857
2020-09-16,alternative,1.1709651928949856
2020-09-16,extremist,0.3235383395729219
2020-09-16,mainstream,0.661244314423245
2020-09-16,other,11.174623230194282
2020-09-17,alternative,1.9799342471884125
2020-09-17,extremist,0.8054912746812812
2020-09-17,mainstream,0.4974461945892566
2020-09-17,other,10.022317257040896
2020-09-18,alternative,1.6871620749593261
2020-09-18,extremist,0.30869293918264434
2020-09-18,mainstream,0.5751137747011509
2020-09-18,other,9.13567378328691
2020-09-19,alternative,1.174866548911843
2020-09-19,extremist,0.8248830540911971
2020-09-19,mainstream,0.522197317479702
2020-09-19,other,8.617328181819682
2020-09-20,alternative,0.9002240655140165
2020-09-20,extremist,0.7288629341452411
2020-09-20,mainstream,0.6348808126034153
2020-09-20,other,10.058563298266938
2020-09-21,alternative,0.5579046858008928
2020-09-21,extremist,0.254311513295313
2020-09-21,mainstream,0.4674407200123595
2020-09-21,other,4.908750949343657
2020-09-22,alternative,1.4332188836082245
2020-09-22,extremist,0.40835967885521074
2020-09-22,mainstream,0.7504334198297241
2020-09-22,other,9.466846081061313
2020-09-23,alternative,2.708022987627164
2020-09-23,extremist,0.22667793634207042
2020-09-23,mainstream,0.9097841318850751
